PLAYER;2003/04
Kevin Garnett;$28,000,000
Shaquille O'Neal;$24,749,999
Dikembe Mutombo;$17,714,291
Rasheed Wallace;$17,000,000
Chris Webber;$15,937,500
Allan Houston;$15,937,500
Shawn Kemp;$14,941,935
Stephon Marbury;$13,500,000
Anfernee Hardaway;$13,500,000
Allen Iverson;$13,500,000
Ray Allen;$13,500,000
Antonio McDyess;$13,500,000
Latrell Sprewell;$13,500,000
Kobe Bryant;$13,500,000
Antoine Walker;$13,500,000
Zydrunas Ilgauskas;$13,500,000
Vin Baker;$13,500,000
Shareef Abdur-Rahim;$13,500,000
Michael Finley;$13,281,250
Jalen Rose;$13,279,750
Tracy McGrady;$13,279,750
Grant Hill;$13,279,750
Keith Van Horn;$13,279,750
Jermaine O'Neal;$13,152,000
Jason Kidd;$13,152,000
Antonio Davis;$12,925,000
Tim Duncan;$12,676,125
Damon Stoudamire;$12,375,000
Eddie Jones;$12,333,750
Brian Grant;$12,130,648
Vlade Divac;$12,051,510
Nick Van Exel;$11,956,625
Tim Thomas;$11,825,000
Tom Gugliotta;$11,670,000
Vince Carter;$11,326,219
Dirk Nowitzki;$11,326,219
Antawn Jamison;$11,326,219
Paul Pierce;$11,326,219
Terrell Brandon;$11,100,000
Shawn Marion;$10,960,000
Baron Davis;$10,960,000
Elton Brand;$10,960,000
Steve Francis;$10,960,000
Glenn Robinson;$10,730,000
Theo Ratliff;$10,156,250
Lamar Odom;$9,963,596
Mike Bibby;$9,500,000
Kerry Kittles;$9,266,666
Dale Davis;$9,061,875
Toni Kukoc;$9,056,250
Greg Ostertag;$8,666,666
Gilbert Arenas;$8,536,000
Jamal Mashburn;$8,525,000
Jason Terry;$8,333,333
Raef LaFrentz;$8,178,750
PJ Brown;$8,000,000
Wally Szczerbiak;$8,000,000
Andre Miller;$8,000,000
Glen Rice;$7,885,000
Erick Dampier;$7,842,000
Maurice Taylor;$7,800,000
Derek Anderson;$7,794,000
Wesley Person;$7,700,000
Alan Henderson;$7,682,188
Austin Croshere;$7,610,000
Kelvin Cato;$7,344,000
Marcus Camby;$7,250,000
Rashard Lewis;$7,012,987
Brad Miller;$7,000,000
Bonzi Wells;$7,000,000
Corey Maggette;$7,000,000
Jerry Stackhouse;$6,906,250
Doug Christie;$6,900,000
Ron Mercer;$6,750,000
Shandon Anderson;$6,700,000
Lorenzen Wright;$6,600,000
Chris Mills;$6,600,000
Bo Outlaw;$6,585,000
Richard Hamilton;$6,500,000
Hakeem Olajuwon;$6,326,923
Bob Sura;$6,266,666
Predrag Stojakovic;$6,250,000
Eddie Robinson;$6,204,000
Michael Dickerson;$6,187,500
Jason Williams;$6,187,500
Tariq Abdul-Wahad;$6,187,500
Charlie Ward;$6,030,000
Jerome Williams;$5,987,500
Howard Eisley;$5,843,750
Jonathan Bender;$5,800,000
Steve Nash;$5,750,000
Vitaly Potapenko;$5,715,000
Al Harrington;$5,692,500
Jason Caffey;$5,687,500
Jahidi White;$5,676,091
Christian Laettner;$5,625,000
Radoslav Nesterovic;$5,600,000
Eric Williams;$5,540,000
Alvin Williams;$5,500,000
Kenny Thomas;$5,500,000
Ben Wallace;$5,500,000
Metta World Peace;$5,473,684
Calvin Booth;$5,446,800
Ruben Patterson;$5,445,600
Todd MacCulloch;$5,445,600
Joe Smith;$5,445,600
Clarence Weatherspoon;$5,445,600
Avery Johnson;$5,445,600
Danny Fortson;$5,428,602
Brent Barry;$5,400,000
Kurt Thomas;$5,394,125
Cuttino Mobley;$5,394,125
Scot Pollard;$5,309,563
Kenyon Martin;$5,128,689
Sam Cassell;$5,062,500
Larry Hughes;$5,000,600
Keon Clark;$5,000,600
Jerome James;$5,000,600
Chauncey Billups;$5,000,600
Ricky Davis;$5,000,600
Brevin Knight;$5,000,000
Aaron McKie;$5,000,000
Reggie Miller;$5,000,000
Corliss Williamson;$5,000,000
Nazr Mohammed;$5,000,000
Juwan Howard;$4,917,000
Michael Olowokandi;$4,917,000
James Posey;$4,917,000
Gary Payton;$4,917,000
Scottie Pippen;$4,917,000
Alonzo Mourning;$4,917,000
Malik Rose;$4,916,250
Rick Fox;$4,734,797
Clifford Robinson;$4,700,000
Donyell Marshall;$4,605,196
Stromile Swift;$4,592,418
Devean George;$4,546,000
Lamond Murray;$4,500,000
Robert Horry;$4,500,000
Eric Snow;$4,500,000
Michael Stewart;$4,480,000
Ervin Johnson;$4,418,156
Travis Knight;$4,402,500
Adonal Foyle;$4,400,000
Tony Battie;$4,400,000
Anthony Mason;$4,348,094
Matt Harpring;$4,290,000
Kwame Brown;$4,252,080
Zeljko Rebraca;$4,200,000
Yao Ming;$4,147,560
Darius Miles;$4,130,701
LeBron James;$4,018,920
Derrick Coleman;$4,000,000
Jeff Foster;$4,000,000
Elden Campbell;$4,000,000
David Wesley;$3,960,000
Marc Jackson;$3,900,000
Chucky Atkins;$3,900,000
Tyson Chandler;$3,804,360
Marcus Fizer;$3,726,994
Jay Williams;$3,710,880
Bruce Bowen;$3,650,000
Lawrence Funderburke;$3,600,000
Darko Milicic;$3,595,800
Moochie Norris;$3,500,000
Shawn Bradley;$3,500,000
Eduardo Najera;$3,428,572
Mike Miller;$3,380,457
Mike Dunleavy;$3,332,520
Jeff McInnis;$3,300,000
Carmelo Anthony;$3,229,200
Eddy Curry;$3,080,160
Rodney Rogers;$3,075,600
Evan Eschmeyer;$3,017,266
Matt Maloney;$3,006,260
Drew Gooden;$3,004,560
Michael Redd;$3,000,000
Derek Fisher;$3,000,000
Speedy Claxton;$3,000,000
Lindsey Hunter;$3,000,000
Jon Barry;$3,000,000
Chris Crawford;$3,000,000
Eric Montross;$2,960,000
Hubert Davis;$2,956,250
Bobby Jackson;$2,925,000
Othella Harrington;$2,925,000
Tony Delk;$2,925,000
